Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,CV_Match_Odds,CV_Match_Type,Media_Ptos_Home,CV_Media_Ptos_Home,Media_Ptos_Away,CV_Media_Ptos_Away,Media_Saldo_Golos_Home_HT,Media_Saldo_Golos_Away_HT,Media_Golos_Marcados_Home_HT,CV_Media_Golos_Marcados_Home_HT,Media_Golos_Marcados_Away_HT,CV_Media_Golos_Marcados_Away_HT,Media_Golos_Sofridos_Home_HT,CV_Media_Golos_Sofridos_Home_HT,Media_Golos_Sofridos_Away_HT,CV_Media_Golos_Sofridos_Away_HT,Media_Saldo_Golos_Home,Media_Saldo_Golos_Away,Media_Golos_Marcados_Home,CV_Media_Golos_Marcados_Home,Media_Golos_Marcados_Away,CV_Media_Golos_Marcados_Away,Media_Golos_Sofridos_Home,CV_Media_Golos_Sofridos_Home,Media_Golos_Sofridos_Away,CV_Media_Golos_Sofridos_Away,Media_CG_01_Marcados_Home,CV_Media_CG_01_Marcados_Home,Media_CG_01_Marcados_Away,CV_Media_CG_01_Marcados_Away,Media_CG_01_Sofridos_Home,CV_Media_CG_01_Sofridos_Home,Media_CG_01_Sofridos_Away,CV_Media_CG_01_Sofridos_Away,Media_CG_02_Marcados_Home,CV_Media_CG_02_Marcados_Home,Media_CG_02_Marcados_Away,CV_Media_CG_02_Marcados_Away,Media_CG_02_Sofridos_Home,CV_Media_CG_02_Sofridos_Home,Media_CG_02_Sofridos_Away,CV_Media_CG_02_Sofridos_Away,Media_Shots_Home,CV_Media_Shots_Home,Media_Shots_Away,CV_Media_Shots_Away,Media_Shots_Against_Home,CV_Media_Shots_Against_Home,Media_Shots_Against_Away,CV_Media_Shots_Against_Away,Media_Shots_per_Goal_Home,CV_Media_Shots_per_Goal_Home,Media_Shots_per_Goal_Away,CV_Media_Shots_per_Goal_Away,Media_Shots_per_Goal_Against_Home,CV_Media_Shots_per_Goal_Against_Home,Media_Shots_per_Goal_Against_Away,CV_Media_Shots_per_Goal_Against_Away,Media_Shots_On_Target_Home,CV_Media_Shots_On_Target_Home,Media_Shots_On_Target_Away,CV_Media_Shots_On_Target_Away,Media_Shots_On_Target_Against_Home,CV_Media_Shots_On_Target_Against_Home,Media_Shots_On_Target_Against_Away,CV_Media_Shots_On_Target_Against_Away,Media_Shots_On_Target_per_Goal_Home,CV_Media_Shots_On_Target_per_Goal_Home,Media_Shots_On_Target_per_Goal_Away,CV_Media_Shots_On_Target_per_Goal_Away,Media_Shots_On_Target_per_Goal_Against_Home,CV_Media_Shots_On_Target_per_Goal_Against_Home,Media_Shots_On_Target_per_Goal_Against_Away,CV_Media_Shots_On_Target_per_Goal_Against_Away,Media_Goal_Attempts_Home,CV_Media_Goal_Attempts_Home,Media_Goal_Attempts_Away,CV_Media_Goal_Attempts_Away,Media_Goal_Attempts_Against_Home,CV_Media_Goal_Attempts_Against_Home,Media_Goal_Attempts_Against_Away,CV_Media_Goal_Attempts_Against_Away,Media_Goal_Attempts_per_Goal_Home,CV_Media_Goal_Attempts_per_Goal_Home,Media_Goal_Attempts_per_Goal_Away,CV_Media_Goal_Attempts_per_Goal_Away,Media_Goal_Attempts_per_Goal_Against_Home,CV_Media_Goal_Attempts_per_Goal_Against_Home,Media_Goal_Attempts_per_Goal_Against_Away,CV_Media_Goal_Attempts_per_Goal_Against_Away,Media_Corners_Home,CV_Media_Corners_Home,Media_Corners_Away,CV_Media_Corners_Away,Media_Corners_Against_Home,CV_Media_Corners_Against_Home,Media_Corners_Against_Away,CV_Media_Corners_Against_Away,Media_Ball_Possession_Home,CV_Media_Ball_Possession_Home,Media_Ball_Possession_Away,CV_Media_Ball_Possession_Away,Media_Ball_Possession_Against_Home,CV_Media_Ball_Possession_Against_Home,Media_Ball_Possession_Against_Away,CV_Media_Ball_Possession_Against_Away,Media_RPS_MO_Home,CV_Media_RPS_MO_Home,Media_RPS_MO_Away,CV_Media_RPS_MO_Away,Media_RPS_OvUn_Home,CV_Media_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_Media_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_Media_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_Media_RPS_BTTS_Away,Media_Prob_Home,CV_Media_Prob_Home,Media_Prob_Away,CV_Media_Prob_Away,Poisson_0_GM_Home,Poisson_1_GM_Home,Poisson_2_GM_Home,Poisson_3_GM_Home,Poisson_4_GM_Home,Poisson_0_GM_Away,Poisson_1_GM_Away,Poisson_2_GM_Away,Poisson_3_GM_Away,Poisson_4_GM_Away,Poisson_0_GS_Home,Poisson_1_GS_Home,Poisson_2_GS_Home,Poisson_3_GS_Home,Poisson_4_GS_Home,Poisson_0_GS_Away,Poisson_1_GS_Away,Poisson_2_GS_Away,Poisson_3_GS_Away,Poisson_4_GS_Away,Probabilidade_Goals_Scored_Home,Probabilidade_Goals_Scored_Away,Probabilidade_Goals_Taken_Home,Probabilidade_Goals_Taken_Away,Media_Power_Ranking_Home,CV_Media_Power_Ranking_Home,Media_Power_Ranking_Away,CV_Media_Power_Ranking_Away,Media_First_Goal_Home,Media_First_Goal_Away,Media_First_Goal_Taken_Home,Media_First_Goal_Taken_Away,Perc_Scored_1_Goal_1st_Half_Home,Perc_Scored_1_Goal_1st_Half_Away,Perc_Took_1_Goal_1st_Half_Home,Perc_Took_1_Goal_1st_Half_Away,Perc_Scored_1_Goal_FT_Home,Perc_Scored_1_Goal_FT_Away,Perc_Took_1_Goal_FT_Home,Perc_Took_1_Goal_FT_Away,Perc_Scored_at_least_1_Goal_Home,Perc_Scored_at_least_1_Goal_Away,Perc_Took_at_least_1_Goal_Home,Perc_Took_at_least_1_Goal_Away,Perc_of_Games_BTTS_Yes_Home,Perc_of_Games_BTTS_Yes_Away,Perc_Over_05_HT_Home,Perc_Over_05_HT_Away,Perc_Under_05_HT_Home,Perc_Under_05_HT_Away,Perc_Over_15_HT_Home,Perc_Over_15_HT_Away,Perc_Under_15_HT_Home,Perc_Under_15_HT_Away,Perc_Over_15_FT_Home,Perc_Over_15_FT_Away,Perc_Under_15_FT_Home,Perc_Under_15_FT_Away,Perc_Over_25_FT_Home,Perc_Over_25_FT_Away,Perc_Under_25_FT_Home,Perc_Under_25_FT_Away,Perc_Wins_HT_Home,Perc_Wins_HT_Away,Perc_Wins_FT_Home,Perc_Wins_FT_Away,Favorite,Probability_Home,Probability_Away,Balance,Over_Under,BTTS_Yes_No,Points,Goal_Difference,Scored_Goals,Conceded_Goals,Home_Score_Take,Away_Score_Take,RPS_MO,RPS_OVUnd,RPS_BTTS
1,COSTA RICA - PRIMERA DIVISION,2025-02-17,00:00,San Carlos,Puntarenas FC,2.55,3.1,2.55,1.44,2.63,1.33,3.25,2.05,1.75,1.8,1.91,0.3921568627450981,0.3225806451612903,0.3921568627450981,0.6944,0.3802,0.7519,0.3077,0.4878,0.5714,0.5556,0.5236,0.8226,1.0,1.2157,1.2157,1.0,0.8226,0.0,0.55,0.55,0.0,15.3763,-15.3763,0.0,0.1774,0.2157,0.0889,Super Balanced Game,0.986,0.9955,0.9002,1.4903,-0.0818,-0.7545,0.303,2.7069,0.6639,0.9741,0.3849,1.3567,1.1241,0.6891,-0.0631,-0.7545,0.8658,1.0902,1.292,0.9956,0.9289,0.8339,2.0465,0.5552,1.9464,0.1363,6.8095,0.2815,2.0128,0.1587,12.198,0.0148,0.8125,0.1006,0.7958,0.1564,0.767,0.0807,1.0685,0.0658,4.1191,0.6373,5.5049,0.5575,7.167,0.4673,1.5015,1.7437,2.0455,1.2816,2.9621,1.2556,2.6818,1.2925,2.6818,1.0127,2.5793,0.6029,3.8721,0.4164,4.2354,0.3215,1.6467,1.5857,1.5,1.2649,2.2197,0.9249,1.5909,0.8293,2.6136,0.7277,6.6983,0.5498,9.377,0.3203,7.3324,0.5922,7.2688,0.5266,3.5455,1.2621,5.1818,1.0132,4.2727,1.064,5.2955,0.8196,4.0703,0.6805,5.5072,0.8492,3.3184,0.4756,6.1901,0.5113,52.6921,0.1026,45.8257,0.1168,47.3079,0.1143,54.1743,0.0988,0.3709,0.103,0.2643,0.0643,0.5082,0.0876,0.5272,0.051,0.5206,0.0311,0.4755,0.021,0.534,0.0268,0.2279,0.0891,0.4207,0.3643,0.1577,0.0455,0.0099,0.2747,0.3549,0.2293,0.0987,0.0319,0.395,0.3669,0.1704,0.0528,0.0123,0.1292,0.2644,0.2705,0.1845,0.0944,1.425,1.4098,1.334,1.9552,21.91,2.9926,46.0093,1.7334,26.36,18.36,28.73,34.36,27.27,45.45,27.27,54.55,54.55,45.45,27.27,54.55,54.55,45.45,27.27,54.55,54.55,72.73,54.55,100.0,45.45,0.0,27.27,63.64,72.73,36.36,81.82,100.0,36.36,18.18,36.36,63.64,63.64,36.36,27.27,18.18,18.18,27.27,Away Fav,Media_Bigger,p_Bigger,Super_Balanced,Under_Tendency,Yes_Tendency,Points_Home,Bigger_Home,Bigger_Away,Bigger_Away,No,Yes,Bigger_Home,Bigger_Away,Bigger_Home
2,ECUADOR - LIGA PRO,2025-02-17,00:00,Emelec,U. Catolica,2.88,3.1,2.6,1.44,2.63,1.33,3.25,2.1,1.7,1.83,1.83,0.3472222222222222,0.3225806451612903,0.3846153846153846,0.6944,0.3802,0.7519,0.3077,0.4762,0.5882,0.5464,0.5464,0.929,1.1077,1.0764,1.1923,0.9028,0.8387,0.28,0.22,0.5,-7.9696,6.2773,-14.0362,0.1077,0.071,0.1923,0.0726,Super Balanced Game,1.33,1.0239,0.6869,1.7,-0.2587,-0.8057,0.2905,2.2262,0.8806,0.9439,0.5492,0.9508,0.9098,0.9136,0.098,-0.8057,0.9332,1.2175,1.1302,0.7732,0.8353,0.5592,1.9359,0.686,1.8981,0.1944,3.1875,0.1191,1.6418,0.1345,5.6678,0.1217,0.7193,0.1711,0.7879,0.0465,0.6284,0.0789,1.106,0.0963,-1.0,-0.0,-1.0,-0.0,-2.025,-0.0,-1.0199,-0.0,-0.2576,-1.3055,-0.5,-0.7746,-0.7273,-0.6422,-0.5939,-0.6003,-1.0,-0.0,-1.0,-0.0,-2.025,-0.0,-1.0199,-0.0,-0.2576,-1.3055,-0.5,-0.7746,-0.7273,-0.6422,-0.5939,-0.6003,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.2576,-1.3055,-0.5,-0.7746,-0.7273,-0.6422,-0.5939,-0.6003,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,0.3648,0.1264,0.316,0.0801,0.41,0.0483,0.7012,0.0341,0.4793,0.0332,0.4735,0.0211,0.5295,0.0153,0.3939,0.0416,0.3933,0.367,0.1713,0.0533,0.0124,0.323,0.365,0.2063,0.0777,0.022,0.4337,0.3623,0.1513,0.0421,0.0088,0.1443,0.2793,0.2704,0.1745,0.0844,0.8922,1.063,0.7104,1.6992,75.4412,0.971,61.512,0.5861,18.55,19.45,33.18,32.64,18.18,36.36,45.45,36.36,27.27,36.36,54.55,63.64,27.27,36.36,54.55,63.64,36.36,63.64,63.64,72.73,36.36,27.27,9.09,54.55,90.91,45.45,81.82,100.0,54.55,18.18,27.27,54.55,72.73,45.45,18.18,9.09,36.36,18.18,Away Fav,Media_Bigger,Media_Bigger,Super_Balanced,Under_Tendency,No_Tendency,Points_Home,Bigger_Home,Bigger_Away,Bigger_Away,No,Yes,Bigger_Home,Bigger_Away,Bigger_Home
3,MEXICO - LIGA MX,2025-02-17,00:00,Queretaro,Monterrey,4.2,3.4,1.9,1.4,2.75,1.25,3.75,1.9,1.95,1.75,2.0,0.23809523809523808,0.29411764705882354,0.5263157894736842,0.7143,0.3636,0.8,0.2667,0.5263,0.5128,0.5714,0.5,1.2353,2.2105,0.8095,1.7895,0.4524,0.5588,2.3,0.8,1.5,-48.9909,-21.8014,-36.8699,1.2105,0.2353,0.7895,0.3536,Unbalanced Game,0.9188,1.4966,1.0482,1.193,-0.5229,-0.0122,0.2785,1.6772,0.5665,1.1901,0.8014,0.7524,0.8505,0.709,-0.5921,-0.0122,0.7219,1.6175,1.7193,0.7843,1.314,0.6157,1.7314,0.5339,2.6294,0.2216,4.9464,0.0713,4.8116,0.0993,4.8918,0.0849,0.5705,0.1891,1.0627,0.0506,0.8432,0.0776,1.0173,0.0534,4.3115,0.5983,4.2343,0.5811,6.0443,0.9015,5.3001,0.3687,1.6667,1.7343,2.403,0.7602,3.7273,0.8492,3.4545,0.7015,2.6742,0.6651,3.1883,0.7844,3.1917,0.4909,4.2744,0.3927,1.303,1.5368,1.9545,0.6314,2.7727,0.8699,2.6818,0.4571,8.563,0.5225,9.3708,0.33,15.5013,0.3264,13.2491,0.2638,3.5758,1.5616,5.7394,0.5939,8.1818,0.7913,7.5,0.5232,4.1784,0.6174,4.2685,0.4578,7.0051,0.4178,6.1848,0.327,40.7413,0.2782,50.0295,0.1539,59.2587,0.1913,49.9705,0.1541,0.305,0.0534,0.3198,0.045,0.5033,0.0747,0.5171,0.0435,0.539,0.0156,0.4774,0.0352,0.3228,0.0576,0.3982,0.0455,0.4858,0.3507,0.1266,0.0305,0.0055,0.1792,0.3081,0.2648,0.1518,0.0652,0.2687,0.3531,0.232,0.1016,0.0334,0.177,0.3065,0.2654,0.1531,0.0663,0.7488,1.5849,1.2942,1.4941,-65.4883,-1.7091,8.673,8.6446,21.09,42.18,26.73,32.64,9.09,45.45,72.73,45.45,9.09,45.45,81.82,54.55,9.09,45.45,81.82,54.55,36.36,81.82,81.82,90.91,18.18,9.09,27.27,36.36,72.73,63.64,90.91,100.0,45.45,9.09,36.36,63.64,63.64,36.36,9.09,27.27,27.27,27.27,Away Fav,Media_Bigger,p_Bigger,Unbalanced,Over_Tendency,Yes_Tendency,Points_Away,Bigger_Away,Bigger_Away,Bigger_Away,No,Yes,Bigger_Away,Bigger_Away,Bigger_Home
4,PARAGUAY - COPA DE PRIMERA,2025-02-17,00:30,Libertad Asuncion,Ameliano,1.7,3.4,5.0,1.5,2.5,1.44,2.63,2.35,1.57,2.2,1.62,0.5882352941176471,0.29411764705882354,0.2,0.6667,0.4,0.6944,0.3802,0.4255,0.6369,0.4545,0.6173,0.5,0.34,2.0,0.68,2.9412,1.4706,3.3,1.7,1.6,58.7816,40.3645,38.6598,0.66,0.5,0.32,0.4583,Unbalanced Game,1.2307,1.1543,1.535,0.8872,-0.2569,0.3317,0.3073,1.6417,0.5953,1.359,0.5642,0.9256,0.3793,1.3301,-0.1026,0.3317,0.9493,0.9422,1.1783,1.0796,1.0519,0.8503,0.8466,1.0322,1.8646,0.1705,3.7054,0.1611,1.9728,0.107,2.6846,0.4379,0.7753,0.2019,0.8011,0.178,0.7753,0.0517,0.5738,0.2041,-1.0,-0.0,-0.2166,-12.5282,-2.2006,-0.0,-0.5062,-2.3825,-0.4545,-0.9144,0.0227,60.4141,-0.4545,-0.9144,-0.2121,-5.5017,-1.0,-0.0,-0.3907,-5.4021,-2.2006,-0.0,-0.5062,-2.3825,-0.4545,-0.9144,-0.0682,-15.9018,-0.4545,-0.9144,-0.2121,-5.5017,-1.0,-0.0,0.4797,10.6852,-1.0,-0.0,-0.2166,-12.5282,-0.4545,-0.9144,0.3864,6.6069,-0.4545,-0.9144,0.2424,10.7946,-1.0,-0.0,-0.6518,-1.8503,-1.0,-0.0,-0.3037,-7.9424,-1.0,-0.0,3.7002,4.4002,-1.0,-0.0,3.1779,4.5541,0.3588,0.1151,0.3298,0.0182,0.4095,0.1128,0.2661,0.23,0.4942,0.0188,0.5072,0.0339,0.5506,0.0599,0.3294,0.0677,0.387,0.3674,0.1744,0.0552,0.0131,0.3078,0.3627,0.2137,0.0839,0.0247,0.3493,0.3674,0.1932,0.0678,0.0178,0.4289,0.3631,0.1537,0.0434,0.0092,1.1158,1.21,1.1158,0.7554,88.5945,0.7605,67.8856,1.0834,29.82,16.18,17.27,28.0,18.18,45.45,54.55,18.18,27.27,54.55,63.64,36.36,27.27,54.55,63.64,36.36,36.36,36.36,72.73,63.64,27.27,36.36,18.18,36.36,81.82,63.64,90.91,90.91,36.36,27.27,36.36,36.36,63.64,63.64,18.18,27.27,36.36,45.45,Home Fav,p_Bigger,Media_Bigger,Unbalanced,Under_Tendency,No_Tendency,Points_Away,Bigger_Away,Bigger_Away,Bigger_Home,Yes,No,Bigger_Home,Bigger_Home,Bigger_Away
5,VENEZUELA - LIGA FUTVE,2025-02-17,00:30,Zamora,Puerto Cabello,2.25,3.1,2.8,1.5,2.4,1.4,2.75,2.2,1.6,1.95,1.75,0.4444444444444444,0.3225806451612903,0.35714285714285715,0.6667,0.4167,0.7143,0.3636,0.4545,0.625,0.5128,0.5714,0.7258,0.8036,1.3778,1.1071,1.2444,0.9032,0.55,0.85,0.3,15.3763,23.0255,-8.5308,0.1964,0.2742,0.1071,0.1368,Balanced Game,1.4051,1.0246,0.4786,1.0911,-0.4649,-0.5214,0.3945,1.743,0.3312,1.5232,0.8594,0.8736,0.5752,1.4065,-0.2399,-0.5214,1.227,0.9706,0.8852,0.6094,1.4669,0.9284,1.4066,0.6642,3.3621,0.0701,2.4336,0.1139,4.0466,0.0983,3.84,0.1555,0.8246,0.0486,0.6395,0.1193,0.8701,0.0629,0.9123,0.0693,-1.0,-0.0,-0.6114,-1.9725,-0.9225,-0.0,-0.6758,-1.3384,-0.3788,-0.9857,-0.4091,-2.9342,-0.3712,-1.0108,-0.3939,-1.4811,-1.0,-0.0,-0.5143,-2.9314,-0.9225,-0.0,-0.4423,-4.0902,-0.3788,-0.9857,-0.3182,-4.6757,-0.3712,-1.0108,-0.2576,-3.8098,-1.0,-0.0,-0.2228,-10.8263,-1.0,-0.0,0.0686,48.3469,-0.3788,-0.9857,-0.0455,-52.1143,-0.3712,-1.0108,-0.0303,-56.3003,-1.0,-0.0,-0.5143,-2.9314,-1.0,-0.0,-0.5143,-2.9314,-1.0,-0.0,4.246,3.8346,-1.0,-0.0,3.6632,3.9508,0.2989,0.0488,0.3435,0.0344,0.3295,0.0358,0.3196,0.035,0.5022,0.0237,0.5581,0.0459,0.3766,0.0388,0.37,0.0381,0.2932,0.3597,0.2207,0.0903,0.0277,0.4126,0.3653,0.1617,0.0477,0.0106,0.2306,0.3383,0.2481,0.1213,0.0445,0.245,0.3446,0.2423,0.1136,0.04,1.2144,0.779,1.3054,1.3246,101.1992,1.0855,57.0108,0.7387,23.55,38.18,17.09,38.18,36.36,36.36,45.45,9.09,45.45,54.55,45.45,27.27,45.45,54.55,45.45,27.27,36.36,81.82,81.82,45.45,18.18,54.55,27.27,45.45,72.73,54.55,90.91,81.82,36.36,18.18,36.36,54.55,63.64,45.45,18.18,0.0,45.45,0.0,Home Fav,p_Bigger,Media_Bigger,Balanced,Under_Tendency,No_Tendency,Points_Home,Bigger_Home,Bigger_Home,Bigger_Home,Yes,No,Bigger_Away,Bigger_Home,Bigger_Away
6,ARGENTINA - TORNEO BETANO,2025-02-17,01:30,Huracan,Union de Santa Fe,2.05,2.9,4.5,1.67,2.1,1.62,2.2,3.1,1.36,2.38,1.53,0.48780487804878053,0.3448275862068966,0.2222222222222222,0.5988,0.4762,0.6173,0.4545,0.3226,0.7353,0.4202,0.6536,0.7069,0.4556,1.4146,0.6444,2.1951,1.5517,2.45,0.85,1.6,50.7743,23.0255,38.6598,0.5444,0.2931,0.3556,0.3087,Unbalanced Game,1.6747,0.6973,0.5207,1.7941,0.0464,-1.0526,0.1838,2.5413,0.0845,3.568,0.1375,2.9418,0.9691,0.974,0.4306,-1.0526,0.6418,1.8194,0.7218,1.2531,0.2112,3.062,1.7743,0.7898,1.5891,0.1905,2.8456,0.1221,0.4909,0.5777,7.0847,0.1154,0.6442,0.1568,0.5023,0.1206,0.3714,0.1239,1.0477,0.0712,0.6818,5.3067,-0.5271,-2.288,-1.2469,-1.2091,-0.3301,-7.3072,-0.3333,-1.3417,-0.1212,-9.3894,-0.1364,-2.3702,-0.3818,-2.5519,-0.019,-111.0842,-0.5271,-2.288,-1.473,-0.6141,-0.2549,-11.8286,-0.3333,-1.3417,-0.1212,-9.3894,-0.1364,-2.3702,-0.3212,-3.6196,1.803,3.3445,0.064,42.4,0.2613,10.385,1.6009,4.1434,-0.3333,-1.3417,0.3333,7.7597,-0.1364,-2.3702,0.0424,55.125,0.2613,10.385,-0.5271,-2.288,-0.5796,-1.5606,-0.2907,-6.2233,7.5491,2.4363,5.2659,3.0346,4.7461,2.6047,4.793,3.0824,0.3067,0.0593,0.2971,0.0666,0.1802,0.1032,0.204,0.1652,0.3344,0.0933,0.5446,0.0549,0.4702,0.044,0.2773,0.0609,0.5263,0.3378,0.1084,0.0232,0.0037,0.4859,0.3507,0.1266,0.0305,0.0055,0.8096,0.171,0.0181,0.0013,0.0001,0.1696,0.3009,0.267,0.1579,0.07,0.8339,0.7105,0.2883,1.8013,55.7519,1.1797,30.3392,1.5942,17.91,28.0,4.82,34.73,27.27,9.09,9.09,54.55,45.45,18.18,9.09,72.73,45.45,18.18,9.09,72.73,9.09,54.55,36.36,63.64,63.64,36.36,9.09,27.27,90.91,72.73,54.55,90.91,72.73,36.36,18.18,45.45,81.82,54.55,18.18,0.0,45.45,9.09,Home Fav,p_Bigger,Media_Bigger,Unbalanced,Under_Tendency,No_Tendency,Points_Home,Bigger_Home,Bigger_Away,Bigger_Away,No,No,Bigger_Home,Bigger_Away,Bigger_Away
7,ARGENTINA - TORNEO BETANO,2025-02-17,01:30,Talleres Cordoba,Atl. Tucuman,1.55,3.75,7.0,1.44,2.63,1.33,3.25,2.1,1.7,2.2,1.62,0.6451612903225806,0.26666666666666666,0.14285714285714285,0.6944,0.3802,0.7519,0.3077,0.4762,0.5882,0.4545,0.6173,0.4133,0.2214,2.4194,0.5357,4.5161,1.8667,5.45,2.2,3.25,69.8483,47.7263,58.3925,0.7786,0.5867,0.4643,0.6078,Unbalanced Game,1.7309,0.7868,0.6579,1.8102,0.0091,-0.9078,0.4325,1.1665,0.2039,1.9838,0.4234,1.5923,0.6175,1.1135,0.3845,-0.9078,1.2946,0.4995,0.4863,1.0738,0.9101,1.3001,1.3942,0.8542,2.4164,0.0789,2.2227,0.1378,1.8155,0.0732,6.4272,0.0294,0.9095,0.041,0.3584,0.1629,0.7731,0.049,0.7675,0.0442,0.095,31.7379,-0.0631,-40.9937,-1.9836,-0.456,0.3032,9.4548,-0.2727,-5.9336,-0.0909,-12.4994,-0.2879,-1.8687,-0.1591,-8.0817,-0.343,-5.2743,-0.396,-4.6687,-1.5954,-0.945,-0.0123,-173.6829,-0.4545,-2.2788,0.0909,18.7052,-0.2273,-2.9745,-0.2045,-5.5976,0.752,6.4152,0.7566,6.3236,-0.124,-19.4524,1.1697,4.9017,0.0,inf,0.8182,4.9741,-0.1364,-6.7991,0.2045,12.0132,-0.124,-19.4524,-0.7658,-0.8445,-0.562,-2.1459,-0.1556,-14.3708,5.3511,3.2681,6.8465,3.0616,3.8181,3.4746,6.871,3.108,0.3505,0.0528,0.2847,0.0558,0.2958,0.1051,0.2658,0.0448,0.5333,0.0294,0.4563,0.0381,0.5462,0.0174,0.2622,0.0233,0.274,0.3547,0.2296,0.0991,0.0321,0.6149,0.299,0.0727,0.0118,0.0014,0.4025,0.3663,0.1667,0.0506,0.0115,0.248,0.3458,0.2411,0.112,0.039,1.3312,0.5263,1.0584,1.3445,103.4447,0.6205,39.7664,1.123,43.36,20.18,27.73,32.64,36.36,18.18,9.09,36.36,72.73,27.27,18.18,63.64,72.73,27.27,18.18,63.64,54.55,27.27,45.45,54.55,54.55,45.45,18.18,9.09,81.82,90.91,90.91,90.91,27.27,54.55,36.36,18.18,63.64,81.82,18.18,9.09,45.45,18.18,Home Fav,p_Bigger,Media_Bigger,Unbalanced,Under_Tendency,No_Tendency,Points_Home,Bigger_Home,Bigger_Home,Bigger_Away,Yes,No,Bigger_Home,Bigger_Home,Bigger_Home
8,URUGUAY - LIGA AUF URUGUAYA,2025-02-17,01:45,Montevideo City,River Plate,1.95,2.9,3.9,1.67,2.1,1.62,2.2,3.1,1.36,2.5,1.5,0.5128205128205129,0.3448275862068966,0.25641025641025644,0.5988,0.4762,0.6173,0.4545,0.3226,0.7353,0.4,0.6667,0.6724,0.5,1.4872,0.7436,2.0,1.3448,1.95,0.95,1.0,44.2748,25.4077,26.5651,0.5,0.3276,0.2564,0.2864,Balanced Game,1.1518,1.1823,1.1246,1.112,-0.1761,-0.0771,0.8205,0.9151,0.3124,2.1581,0.9966,1.2764,0.3655,1.4287,-0.2149,-0.0771,1.6059,0.8926,0.928,1.275,1.8209,0.7103,1.0051,0.7707,4.6056,0.2117,2.2901,0.1878,5.3841,0.0985,2.5619,0.127,1.0108,0.1425,0.7249,0.1513,0.9654,0.0336,0.7249,0.1033,-1.0,-0.0,0.4768,5.8779,-0.9722,-0.0,0.3827,5.5822,-0.5485,-0.7274,0.7121,3.0084,-0.5833,-0.7257,0.0455,28.4242,-1.0,-0.0,-0.0052,-455.8269,-0.9722,-0.0,0.1473,11.759,-0.5485,-0.7274,0.5303,3.6941,-0.5833,-0.7257,0.0455,28.4242,-1.0,-0.0,1.5074,3.627,-1.0,-0.0,0.7716,4.7954,-0.5485,-0.7274,1.6212,2.6926,-0.5833,-0.7257,0.5909,4.1767,-1.0,-0.0,0.3281,8.2194,-1.0,-0.0,-0.0899,-21.3704,-1.0,-0.0,14.914,2.1543,-1.0,-0.0,8.1918,2.0266,0.2856,0.0651,0.3579,0.0408,0.4446,0.0317,0.3438,0.0657,0.5084,0.0128,0.567,0.0788,0.3854,0.0413,0.4498,0.0585,0.2007,0.3223,0.2588,0.1385,0.0556,0.3953,0.3669,0.1702,0.0527,0.0122,0.1619,0.2948,0.2684,0.1629,0.0742,0.366,0.3679,0.1849,0.0619,0.0156,1.8787,0.8325,1.7879,0.8325,56.4136,1.2327,52.7565,0.9924,29.09,25.36,42.09,26.64,63.64,18.18,27.27,54.55,63.64,18.18,36.36,63.64,63.64,18.18,36.36,63.64,63.64,45.45,90.91,63.64,9.09,36.36,27.27,18.18,72.73,81.82,100.0,81.82,27.27,36.36,54.55,36.36,45.45,63.64,54.55,18.18,36.36,27.27,Home Fav,p_Bigger,Media_Bigger,Balanced,Under_Tendency,No_Tendency,Points_Home,Bigger_Away,Bigger_Home,Bigger_Home,Yes,Yes,Bigger_Away,Bigger_Home,Bigger_Away
