Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,CV_Match_Odds,CV_Match_Type,Media_Ptos_Home,CV_Media_Ptos_Home,Media_Ptos_Away,CV_Media_Ptos_Away,Media_Saldo_Golos_Home,Media_Saldo_Golos_Away,Media_Golos_Marcados_Home,CV_Media_Golos_Marcados_Home,Media_Golos_Marcados_Away,CV_Media_Golos_Marcados_Away,Media_Golos_Sofridos_Home,CV_Media_Golos_Sofridos_Home,Media_Golos_Sofridos_Away,CV_Media_Golos_Sofridos_Away,Media_CG_01_Marcados_Home,CV_Media_CG_01_Marcados_Home,Media_CG_01_Marcados_Away,CV_Media_CG_01_Marcados_Away,Media_CG_01_Sofridos_Home,CV_Media_CG_01_Sofridos_Home,Media_CG_01_Sofridos_Away,CV_Media_CG_01_Sofridos_Away,Media_CG_02_Marcados_Home,CV_Media_CG_02_Marcados_Home,Media_CG_02_Marcados_Away,CV_Media_CG_02_Marcados_Away,Media_CG_02_Sofridos_Home,CV_Media_CG_02_Sofridos_Home,Media_CG_02_Sofridos_Away,CV_Media_CG_02_Sofridos_Away,Media_Shots_Home,CV_Media_Shots_Home,Media_Shots_Away,CV_Media_Shots_Away,Media_Shots_Against_Home,CV_Media_Shots_Against_Home,Media_Shots_Against_Away,CV_Media_Shots_Against_Away,Media_Shots_per_Goal_Home,CV_Media_Shots_per_Goal_Home,Media_Shots_per_Goal_Away,CV_Media_Shots_per_Goal_Away,Media_Shots_per_Goal_Against_Home,CV_Media_Shots_per_Goal_Against_Home,Media_Shots_per_Goal_Against_Away,CV_Media_Shots_per_Goal_Against_Away,Media_Shots_On_Target_Home,CV_Media_Shots_On_Target_Home,Media_Shots_On_Target_Away,CV_Media_Shots_On_Target_Away,Media_Shots_On_Target_Against_Home,CV_Media_Shots_On_Target_Against_Home,Media_Shots_On_Target_Against_Away,CV_Media_Shots_On_Target_Against_Away,Media_Shots_On_Target_per_Goal_Home,CV_Media_Shots_On_Target_per_Goal_Home,Media_Shots_On_Target_per_Goal_Away,CV_Media_Shots_On_Target_per_Goal_Away,Media_Shots_On_Target_per_Goal_Against_Home,CV_Media_Shots_On_Target_per_Goal_Against_Home,Media_Shots_On_Target_per_Goal_Against_Away,CV_Media_Shots_On_Target_per_Goal_Against_Away,Media_Goal_Attempts_Home,CV_Media_Goal_Attempts_Home,Media_Goal_Attempts_Away,CV_Media_Goal_Attempts_Away,Media_Goal_Attempts_Against_Home,CV_Media_Goal_Attempts_Against_Home,Media_Goal_Attempts_Against_Away,CV_Media_Goal_Attempts_Against_Away,Media_Goal_Attempts_per_Goal_Home,CV_Media_Goal_Attempts_per_Goal_Home,Media_Goal_Attempts_per_Goal_Away,CV_Media_Goal_Attempts_per_Goal_Away,Media_Goal_Attempts_per_Goal_Against_Home,CV_Media_Goal_Attempts_per_Goal_Against_Home,Media_Goal_Attempts_per_Goal_Against_Away,CV_Media_Goal_Attempts_per_Goal_Against_Away,Media_Corners_Home,CV_Media_Corners_Home,Media_Corners_Away,CV_Media_Corners_Away,Media_Corners_Against_Home,CV_Media_Corners_Against_Home,Media_Corners_Against_Away,CV_Media_Corners_Against_Away,Media_Ball_Possession_Home,CV_Media_Ball_Possession_Home,Media_Ball_Possession_Away,CV_Media_Ball_Possession_Away,Media_Ball_Possession_Against_Home,CV_Media_Ball_Possession_Against_Home,Media_Ball_Possession_Against_Away,CV_Media_Ball_Possession_Against_Away,Media_RPS_MO_Home,CV_Media_RPS_MO_Home,Media_RPS_MO_Away,CV_Media_RPS_MO_Away,Media_RPS_OvUn_Home,CV_Media_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_Media_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_Media_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_Media_RPS_BTTS_Away,Media_Prob_Home,CV_Media_Prob_Home,Media_Prob_Away,CV_Media_Prob_Away,Poisson_0_GM_Home,Poisson_1_GM_Home,Poisson_2_GM_Home,Poisson_3_GM_Home,Poisson_4_GM_Home,Poisson_0_GM_Away,Poisson_1_GM_Away,Poisson_2_GM_Away,Poisson_3_GM_Away,Poisson_4_GM_Away,Poisson_0_GS_Home,Poisson_1_GS_Home,Poisson_2_GS_Home,Poisson_3_GS_Home,Poisson_4_GS_Home,Poisson_0_GS_Away,Poisson_1_GS_Away,Poisson_2_GS_Away,Poisson_3_GS_Away,Poisson_4_GS_Away,Probabilidade_Goals_Scored_Home,Probabilidade_Goals_Scored_Away,Probabilidade_Goals_Taken_Home,Probabilidade_Goals_Taken_Away,Media_Power_Ranking_Home,CV_Media_Power_Ranking_Home,Media_Power_Ranking_Away,CV_Media_Power_Ranking_Away,Media_First_Goal_Home,Media_First_Goal_Away,Media_First_Goal_Taken_Home,Media_First_Goal_Taken_Away,Perc_Scored_1_Goal_1st_Half_Home,Perc_Scored_1_Goal_1st_Half_Away,Perc_Took_1_Goal_1st_Half_Home,Perc_Took_1_Goal_1st_Half_Away,Perc_Scored_1_Goal_FT_Home,Perc_Scored_1_Goal_FT_Away,Perc_Took_1_Goal_FT_Home,Perc_Took_1_Goal_FT_Away,Perc_Scored_at_least_1_Goal_Home,Perc_Scored_at_least_1_Goal_Away,Perc_Took_at_least_1_Goal_Home,Perc_Took_at_least_1_Goal_Away,Perc_of_Games_BTTS_Yes_Home,Perc_of_Games_BTTS_Yes_Away,Perc_Over_05_HT_Home,Perc_Over_05_HT_Away,Perc_Under_05_HT_Home,Perc_Under_05_HT_Away,Perc_Over_15_HT_Home,Perc_Over_15_HT_Away,Perc_Under_15_HT_Home,Perc_Under_15_HT_Away,Perc_Over_15_FT_Home,Perc_Over_15_FT_Away,Perc_Under_15_FT_Home,Perc_Under_15_FT_Away,Perc_Over_25_FT_Home,Perc_Over_25_FT_Away,Perc_Under_25_FT_Home,Perc_Under_25_FT_Away,Perc_Wins_HT_Home,Perc_Wins_HT_Away,Perc_Wins_FT_Home,Perc_Wins_FT_Away
11,ENGLAND - CHAMPIONSHIP,2025-01-01,16:00,Leeds,Blackburn,1.33,5.0,7.5,1.36,3.0,1.29,3.75,1.85,2.0,2.2,1.62,0.7518796992481203,0.2,0.13333333333333333,0.7353,0.3333,0.7752,0.2667,0.5405,0.5,0.4545,0.6173,0.266,0.1773,3.7594,0.6667,5.6391,1.5,6.17,3.67,2.5,72.0399,61.4114,51.3402,0.8227,0.734,0.3333,0.7663,Unbalanced Game,1.9684,0.6616,1.5611,0.8356,1.1507,0.1308,1.789,0.6945,1.1328,1.1357,0.6382,1.3126,1.002,1.3262,2.7521,0.0861,4.0656,0.1132,0.8821,0.3231,3.2343,0.2009,1.2929,0.0541,0.71,0.1604,0.635,0.0789,0.71,0.1741,2.5698,1.5858,1.085,2.9239,4.3228,0.462,1.9512,2.0575,1.0658,1.6236,0.7439,2.5572,0.2719,4.2722,1.4719,2.0657,2.9483,1.4583,1.0141,2.406,3.828,0.5338,1.7082,2.1428,1.3114,1.2964,0.7702,2.0521,0.4123,3.6064,0.9632,2.3236,9.3084,1.1458,3.7532,1.4235,3.0167,1.3884,6.5937,1.3094,4.0658,1.1386,2.2175,1.6611,1.1842,2.719,3.5246,1.8034,4.0025,1.2584,0.6987,3.0879,1.1204,2.1137,2.7916,1.5836,31.3932,1.0414,21.1,1.1636,21.737,0.9998,26.4026,1.1214,0.2377,0.1561,0.3839,0.075,0.6604,0.0403,0.5446,0.0465,0.4673,0.0272,0.5407,0.0235,0.691,0.0243,0.3148,0.0527,0.1671,0.299,0.2674,0.1595,0.0713,0.3221,0.3649,0.2067,0.078,0.0221,0.5282,0.3371,0.1076,0.0229,0.0037,0.3671,0.3679,0.1843,0.0616,0.0154,1.7311,1.117,0.4153,1.117,210.6648,0.1772,139.3296,0.3471,19.84,29.58,15.79,24.68,63.16,26.32,15.79,26.32,73.68,47.37,21.05,36.84,73.68,47.37,21.05,36.84,26.32,36.84,78.95,52.63,21.05,47.37,42.11,26.32,57.89,73.68,94.74,84.21,26.32,47.37,47.37,42.11,52.63,57.89,52.63,21.05,68.42,36.84
12,ENGLAND - CHAMPIONSHIP,2025-01-01,16:00,Luton,Norwich,2.5,3.4,2.7,1.36,3.0,1.29,3.75,1.93,1.93,1.73,2.0,0.4,0.29411764705882354,0.37037037037037035,0.7353,0.3333,0.7752,0.2667,0.5181,0.5181,0.578,0.5,0.7353,0.9259,1.36,1.2593,1.08,0.7941,0.2,0.9,0.7,5.7106,24.2277,-19.29,0.0741,0.2647,0.2593,0.1257,Balanced Game,1.054,1.2483,0.8875,1.3265,-0.5516,-0.7595,1.4121,0.4299,0.9755,1.0251,1.9637,0.7317,1.735,0.6714,3.6589,0.3736,2.9441,0.2341,4.9037,0.41,5.4349,0.0383,0.9199,0.0579,0.6772,0.1646,1.1041,0.1494,0.993,0.0741,1.2518,2.177,0.9339,2.0504,2.7953,1.083,2.0443,1.5813,1.3772,1.6956,0.4298,3.1671,1.0597,2.194,1.0482,1.6967,1.372,2.0966,1.3562,1.7435,3.2636,1.1157,1.7884,1.645,1.4298,1.5259,0.5526,3.0411,1.5597,1.9156,1.1184,1.5987,5.4873,1.3965,4.8213,1.1884,5.505,1.3793,7.0789,1.1142,5.307,1.175,2.3772,2.0452,4.0202,1.6003,3.4518,1.3955,2.8633,1.587,1.9708,1.6361,1.6467,1.8887,2.8461,1.4319,22.6154,1.1514,32.3777,0.9618,23.4984,1.1725,22.1877,0.9857,0.3095,0.0585,0.3176,0.0378,0.5993,0.0718,0.5303,0.0192,0.41,0.099,0.51,0.0653,0.4187,0.1017,0.3544,0.0333,0.2436,0.344,0.2429,0.1143,0.0404,0.377,0.3678,0.1794,0.0583,0.0142,0.1403,0.2756,0.2706,0.1771,0.0869,0.1764,0.3061,0.2655,0.1535,0.0666,1.3747,1.1163,1.7431,1.7479,182.6994,0.3438,147.5338,0.3211,46.58,22.95,29.68,28.58,26.32,31.58,52.63,36.84,31.58,47.37,68.42,42.11,31.58,47.37,68.42,42.11,84.21,47.37,78.95,73.68,21.05,26.32,47.37,52.63,52.63,47.37,100.0,94.74,10.53,26.32,68.42,52.63,31.58,47.37,26.32,21.05,31.58,21.05
13,ENGLAND - CHAMPIONSHIP,2025-01-01,16:00,Portsmouth,Swansea,3.0,3.4,2.3,1.4,2.75,1.29,3.75,1.95,1.9,1.73,2.0,0.3333333333333333,0.29411764705882354,0.4347826086956522,0.7143,0.3636,0.7752,0.2667,0.5128,0.5263,0.578,0.5,0.8824,1.3043,1.1333,1.4783,0.7667,0.6765,0.7,0.4,1.1,-19.29,11.3099,-28.8108,0.3043,0.1176,0.4783,0.1674,Balanced Game,1.3665,0.9773,1.2571,1.0676,0.0726,0.0195,1.3597,1.0355,0.9799,1.1523,1.2871,0.7792,0.9604,0.5459,3.5794,0.0973,3.4085,0.2232,3.2683,0.2085,3.4306,0.1249,1.1032,0.1026,0.6758,0.1585,0.8927,0.1008,0.6232,0.1118,2.6625,1.1699,1.3816,2.036,0.4307,6.1864,2.0801,1.9551,0.4211,3.5279,0.4605,3.4914,0.2544,6.8829,3.0,1.2705,2.3315,1.4391,1.1143,2.5916,0.4626,5.8796,1.0805,2.7738,0.7193,2.9398,0.6447,3.7979,0.0877,14.1847,1.8947,1.5098,8.631,0.9577,4.5262,1.4403,6.8434,0.9548,7.5868,1.1174,2.2281,2.5093,1.8816,2.6802,1.3158,2.8367,7.4211,1.1452,5.4243,0.9801,2.6335,1.4752,3.3832,1.0333,2.5423,1.3827,33.3116,0.7927,32.6611,0.9553,34.179,0.7922,21.7817,0.9877,0.2759,0.0801,0.309,0.022,0.5021,0.0279,0.5203,0.0446,0.5251,0.0284,0.5044,0.0254,0.4697,0.0922,0.299,0.0548,0.2567,0.3491,0.2373,0.1076,0.0366,0.3753,0.3678,0.1802,0.0589,0.0144,0.2761,0.3553,0.2287,0.0981,0.0316,0.3827,0.3676,0.1765,0.0565,0.0136,1.9683,1.0183,1.5473,0.9131,171.0986,0.355,164.4656,0.3169,26.63,19.84,32.74,43.53,42.11,42.11,36.84,36.84,47.37,47.37,36.84,47.37,47.37,47.37,36.84,47.37,68.42,47.37,78.95,78.95,21.05,21.05,42.11,21.05,57.89,78.95,84.21,94.74,15.79,42.11,78.95,36.84,21.05,63.16,36.84,36.84,47.37,36.84
14,ENGLAND - CHAMPIONSHIP,2025-01-01,16:00,Sheffield Wed,Derby,2.0,3.4,3.8,1.44,2.63,1.4,3.0,2.15,1.62,1.83,1.83,0.5,0.29411764705882354,0.2631578947368421,0.6944,0.3802,0.7143,0.3333,0.4651,0.6173,0.5464,0.5464,0.5882,0.5263,1.7,0.8947,1.9,1.1176,1.8,1.4,0.4,41.9872,34.992,11.3099,0.4737,0.4118,0.1053,0.2983,Balanced Game,1.3704,0.922,0.9322,1.3329,0.0077,-0.3621,1.273,0.915,0.968,1.0024,1.2653,1.1046,1.3301,0.8029,3.2527,0.1213,3.2176,0.0853,3.3958,0.0679,4.9679,0.4047,0.8902,0.0933,0.7042,0.1779,0.8113,0.0451,0.7569,0.218,2.8884,1.4477,2.0005,1.3575,2.497,1.2227,0.791,3.5732,1.2982,2.0347,1.0439,2.3764,1.0,2.1016,1.5,1.291,1.3268,2.1294,1.5204,1.5576,2.4392,1.2215,0.8921,3.4502,0.6886,2.2947,0.6228,2.5133,1.1667,1.879,1.5263,1.379,6.2192,1.2665,5.2168,1.1547,4.74,1.327,9.4502,0.8007,3.25,1.7534,2.6228,1.9786,2.807,1.5726,4.8684,1.247,3.0727,1.6533,2.872,1.1679,1.1467,2.0823,4.3996,1.0533,21.5513,1.159,29.6069,0.7668,28.6079,1.0463,42.4065,0.7175,0.3183,0.0295,0.3,0.054,0.4473,0.0237,0.4295,0.0128,0.5057,0.0089,0.4788,0.0144,0.412,0.0354,0.3559,0.1203,0.28,0.3564,0.2269,0.0963,0.0306,0.3798,0.3677,0.178,0.0574,0.0139,0.2822,0.357,0.2259,0.0953,0.0301,0.2645,0.3517,0.2339,0.1037,0.0345,1.234,1.1452,1.0762,1.2506,173.8988,0.3629,104.6579,0.671,31.16,26.32,31.26,24.79,36.84,36.84,36.84,36.84,47.37,47.37,42.11,42.11,47.37,47.37,42.11,42.11,47.37,47.37,73.68,73.68,26.32,26.32,31.58,26.32,68.42,73.68,94.74,89.47,15.79,31.58,31.58,42.11,68.42,57.89,36.84,26.32,36.84,26.32
15,ENGLAND - CHAMPIONSHIP,2025-01-01,16:00,West Brom,Preston,1.8,3.4,4.5,1.5,2.5,1.44,2.75,2.25,1.57,2.1,1.67,0.5555555555555556,0.29411764705882354,0.2222222222222222,0.6667,0.4,0.6944,0.3636,0.4444,0.6369,0.4762,0.5988,0.5294,0.4,1.8889,0.7556,2.5,1.3235,2.7,1.6,1.1,53.4711,38.6598,28.8108,0.6,0.4706,0.2444,0.4009,Unbalanced Game,1.4221,0.8468,0.964,1.1978,0.2316,-0.548,0.8973,1.1685,0.8214,1.2103,0.6657,1.2584,1.3694,0.9801,2.032,0.2397,3.2367,0.1629,1.3147,0.1946,6.339,0.1101,0.8049,0.1261,0.5801,0.1238,0.5418,0.1272,0.817,0.0699,2.4097,1.511,1.415,2.0171,3.2368,1.1397,1.0743,2.8589,1.114,2.47,1.1667,1.8239,0.5526,4.6909,0.7719,2.623,1.1898,2.0698,1.2211,2.3698,2.3253,1.1133,1.0673,2.906,0.6404,2.5651,1.0439,2.0039,0.3158,4.0266,0.807,2.2637,7.0049,1.2289,4.2411,1.4883,6.049,1.1785,5.7356,1.2907,2.7719,2.1303,2.9386,1.5828,1.2895,3.1297,2.4737,1.9963,3.1505,1.4195,1.5652,2.1386,2.217,1.5352,2.2318,1.8128,31.3924,0.9778,22.2541,1.1288,23.6814,1.005,25.7245,1.1014,0.2855,0.0529,0.3245,0.0512,0.4592,0.0161,0.4197,0.0343,0.4871,0.0111,0.5029,0.0171,0.5046,0.0182,0.2656,0.035,0.4077,0.3658,0.1641,0.0491,0.011,0.4398,0.3613,0.1484,0.0406,0.0083,0.5139,0.3421,0.1139,0.0253,0.0042,0.2543,0.3482,0.2384,0.1088,0.0373,1.1336,0.8031,0.6074,1.2769,167.5095,0.2734,127.1276,0.4349,18.05,19.42,16.37,22.32,47.37,31.58,10.53,42.11,52.63,36.84,21.05,47.37,52.63,36.84,21.05,47.37,21.05,36.84,57.89,73.68,42.11,26.32,21.05,47.37,78.95,52.63,73.68,84.21,47.37,31.58,26.32,42.11,73.68,57.89,36.84,26.32,42.11,21.05
16,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Barnsley,Wrexham,2.15,3.4,3.1,1.4,2.75,1.29,3.5,1.98,1.88,1.8,1.95,0.46511627906976744,0.29411764705882354,0.3225806451612903,0.7143,0.3636,0.7752,0.2857,0.5051,0.5319,0.5556,0.5128,0.6324,0.6935,1.5814,1.0968,1.4419,0.9118,0.95,1.25,0.3,25.4077,32.0054,-8.5308,0.3065,0.3676,0.0968,0.2075,Balanced Game,1.0106,1.0567,1.2788,1.0201,-0.0627,0.007,1.4547,0.4789,0.8458,1.1074,1.5174,0.4591,0.8388,1.2467,3.1123,0.0402,2.579,0.0815,3.1939,0.0784,2.7052,0.1905,1.0097,0.0249,0.6161,0.1274,0.9833,0.0648,0.5372,0.1305,2.052,2.0228,1.8018,1.8737,1.8365,1.4745,1.2884,2.8558,1.0526,2.0209,0.7193,2.617,0.7105,2.8567,0.6053,3.4722,2.3689,1.6668,0.7908,2.9074,2.0971,1.27,1.0825,3.4019,1.3684,1.8425,0.6404,3.1462,0.7895,2.3443,0.6842,2.865,7.2527,1.3431,4.119,1.5022,4.239,1.5416,5.6618,1.3745,3.8684,1.3986,2.2456,2.1987,2.7895,1.7858,1.9298,2.6077,3.2053,1.7442,1.3213,2.3288,1.4125,2.0487,1.9633,1.8094,22.9822,1.1821,18.9221,1.2101,22.9028,1.1221,28.1104,1.1089,0.3494,0.0378,0.3029,0.037,0.5985,0.0206,0.4805,0.1024,0.4172,0.0175,0.5352,0.0293,0.493,0.0327,0.3375,0.1493,0.2335,0.3396,0.247,0.1198,0.0436,0.4292,0.363,0.1535,0.0433,0.0092,0.2193,0.3327,0.2524,0.1277,0.0484,0.4322,0.3626,0.1521,0.0425,0.0089,1.6112,0.7059,1.5584,0.5481,159.4269,0.3736,128.8615,0.4435,25.89,13.16,50.79,8.32,63.16,47.37,15.79,21.05,73.68,57.89,26.32,21.05,73.68,57.89,26.32,21.05,78.95,21.05,78.95,68.42,21.05,31.58,15.79,36.84,84.21,63.16,100.0,78.95,10.53,63.16,68.42,26.32,31.58,73.68,52.63,26.32,21.05,36.84
17,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Blackpool,Shrewsbury,1.51,4.33,5.0,1.33,3.25,1.25,3.75,1.72,2.05,1.8,1.95,0.6622516556291391,0.23094688221709006,0.2,0.7519,0.3077,0.8,0.2667,0.5814,0.4878,0.5556,0.5128,0.3487,0.302,2.8675,0.866,3.3113,1.1547,3.49,2.82,0.67,60.1844,54.655,18.5208,0.698,0.6513,0.134,0.579,Unbalanced Game,1.3654,0.8926,0.429,2.2478,-0.0292,-1.0902,1.4181,0.7174,0.9144,1.7099,1.4472,0.7226,2.0046,0.5118,2.66,0.1161,4.4842,0.176,2.5759,0.1077,10.3641,0.0289,0.9825,0.107,0.6082,0.1516,0.9036,0.0621,1.1346,0.0434,2.002,1.9164,0.9568,2.607,2.3982,1.0986,0.5898,5.1896,0.7544,2.7578,0.3421,4.1055,0.4561,2.998,0.7939,2.3436,1.7093,2.0551,1.0298,2.6075,2.0316,1.2546,0.7164,4.4115,0.8333,2.6197,0.4579,3.7919,0.4035,2.9507,1.0658,1.9435,7.1097,1.3767,4.3508,1.6454,3.8103,1.5615,5.4104,1.3543,3.2807,1.8978,1.4632,2.6996,1.6404,1.9503,2.9561,1.5384,1.673,2.268,1.5778,2.1756,1.3716,2.6103,1.7966,1.729,22.5725,1.2576,19.7728,1.2453,18.7614,1.3083,26.5479,1.1254,0.3162,0.0563,0.2428,0.0828,0.5572,0.031,0.5233,0.0894,0.4711,0.0138,0.4791,0.0113,0.544,0.0338,0.2165,0.061,0.2422,0.3434,0.2435,0.1151,0.0408,0.4008,0.3665,0.1675,0.0511,0.0117,0.2352,0.3404,0.2463,0.1188,0.043,0.1347,0.27,0.2707,0.1809,0.0906,1.4772,1.0259,1.3194,2.0787,190.5962,0.2114,91.198,0.8293,30.42,13.63,35.32,32.42,36.84,36.84,31.58,42.11,47.37,36.84,42.11,63.16,47.37,36.84,42.11,63.16,57.89,47.37,68.42,78.95,31.58,21.05,26.32,42.11,73.68,57.89,89.47,100.0,21.05,31.58,68.42,52.63,31.58,47.37,36.84,26.32,36.84,10.53
18,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Bristol Rovers,Leyton Orient,3.9,3.4,1.86,1.44,2.63,1.33,3.25,2.07,1.69,1.95,1.8,0.25641025641025644,0.29411764705882354,0.5376344086021505,0.6944,0.3802,0.7519,0.3077,0.4831,0.5917,0.5128,0.5556,1.1471,2.0968,0.8718,1.828,0.4769,0.5471,2.04,0.5,1.54,-45.5673,-14.0362,-37.5963,1.0968,0.1471,0.828,0.3436,Unbalanced Game,1.3058,1.0639,1.3381,1.0738,-0.4281,-0.051,0.9634,1.0072,1.1353,1.2106,1.3914,0.9535,1.1863,0.9562,2.7002,0.1477,3.9738,0.1109,3.8423,0.1341,3.9054,0.0641,0.6665,0.0794,0.6591,0.1097,0.8244,0.085,0.7643,0.0833,1.2725,2.2694,0.5168,3.4954,1.4289,2.1407,0.7287,4.174,0.5,3.5398,0.2325,4.6065,0.4605,2.805,0.8158,3.1948,0.629,3.6936,0.7817,2.7653,1.5808,1.9822,0.5615,3.828,0.5439,3.2363,0.3377,3.5934,0.5263,2.5478,0.4386,3.2522,3.5376,1.5914,3.1013,1.5407,5.3143,1.5176,4.374,1.5055,1.9561,2.0294,1.3246,2.6507,1.7632,2.0723,2.5965,2.1321,1.5337,2.1054,1.3161,2.2057,2.0586,1.8803,1.1048,2.5954,19.762,1.2109,23.5815,1.2099,24.893,1.1814,22.8137,1.1504,0.2964,0.055,0.3498,0.0366,0.4904,0.0481,0.3812,0.0254,0.5523,0.031,0.4836,0.0199,0.3857,0.0843,0.3181,0.0336,0.3816,0.3676,0.1771,0.0569,0.0137,0.3213,0.3648,0.2071,0.0784,0.0222,0.2487,0.3461,0.2408,0.1117,0.0388,0.3053,0.3622,0.2149,0.085,0.0252,1.0766,0.971,1.3924,1.1814,137.5221,0.4507,159.7857,0.2954,26.74,17.26,30.26,31.58,42.11,36.84,26.32,21.05,63.16,36.84,26.32,52.63,63.16,36.84,26.32,52.63,31.58,26.32,68.42,57.89,31.58,42.11,10.53,26.32,89.47,73.68,89.47,89.47,31.58,42.11,31.58,47.37,68.42,52.63,42.11,36.84,42.11,36.84
19,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Burton,Peterborough,2.63,3.3,2.55,1.33,3.25,1.17,4.33,1.67,2.1,1.5,2.37,0.3802281368821293,0.30303030303030304,0.3921568627450981,0.7519,0.3077,0.8547,0.2309,0.5988,0.4762,0.6667,0.4219,0.797,1.0314,1.2548,1.2941,0.9696,0.7727,0.08,0.67,0.75,-2.2906,18.5208,-20.556,0.0314,0.203,0.2941,0.1102,Balanced Game,0.3803,2.5356,0.6518,2.0388,-0.9619,-0.9321,0.7046,1.2374,1.2045,1.0737,1.6665,0.7842,2.1366,0.5625,2.3053,0.1058,3.9083,0.0989,5.515,0.119,6.7324,0.0945,0.5322,0.0894,0.8408,0.0846,0.9269,0.1064,1.1829,0.0844,1.0976,2.0878,0.5603,3.3846,1.4887,2.1992,1.1146,3.025,0.4737,2.8252,0.3684,3.1536,0.886,2.5332,1.0509,2.4572,0.7606,3.033,1.2097,2.8664,1.616,2.4607,1.1546,3.3196,0.6053,2.8022,0.7105,2.2386,1.1842,2.362,1.0772,2.7753,3.8427,1.3838,3.4056,1.7242,6.973,1.1857,5.6861,1.507,1.6579,2.0896,1.8289,2.06,3.1404,2.045,3.5597,1.9825,1.2905,1.968,1.4309,2.237,2.2141,1.4694,2.5999,1.8725,26.515,1.0483,20.9269,1.3517,25.1413,1.0545,21.1829,1.2388,0.259,0.0506,0.2419,0.0992,0.5206,0.082,0.6867,0.0373,0.4901,0.0269,0.4971,0.0356,0.3275,0.0214,0.3658,0.1107,0.4943,0.3483,0.1227,0.0288,0.0051,0.2998,0.3612,0.2175,0.0873,0.0263,0.1889,0.3148,0.2623,0.1457,0.0607,0.1181,0.2522,0.2695,0.1919,0.1025,0.7172,1.4998,1.5066,2.184,130.7667,0.525,120.1528,0.5569,15.74,17.47,30.05,30.37,26.32,15.79,31.58,57.89,26.32,26.32,52.63,73.68,26.32,26.32,52.63,73.68,36.84,57.89,57.89,73.68,42.11,26.32,26.32,57.89,73.68,42.11,78.95,100.0,42.11,15.79,47.37,73.68,52.63,26.32,21.05,36.84,10.53,26.32
20,ENGLAND - LEAGUE ONE,2025-01-01,16:00,Cambridge Utd,Reading,2.5,3.5,2.55,1.33,3.25,1.19,4.0,1.67,2.1,1.58,2.2,0.4,0.2857142857142857,0.3921568627450981,0.7519,0.3077,0.8403,0.25,0.5988,0.4762,0.6329,0.4545,0.7143,0.9804,1.4,1.3725,1.02,0.7286,0.05,1.0,0.95,1.4321,26.5651,-25.4077,0.0196,0.2857,0.3725,0.1451,Balanced Game,1.2069,1.0354,0.9575,1.206,0.0905,-0.8691,1.3613,1.1037,1.3239,0.5068,1.2708,0.8926,2.193,0.6496,4.3633,0.1393,5.0929,0.0334,4.1263,0.1406,8.5448,0.0905,0.8754,0.0653,0.7921,0.0333,0.7702,0.0845,1.2132,0.0964,1.6487,1.8881,1.5359,2.1845,1.3041,2.6139,1.1781,3.276,0.5789,3.1931,0.7632,2.522,1.4211,2.2222,1.5605,1.8703,1.4714,2.0428,1.7915,1.8285,1.0269,2.6381,1.3775,2.9022,0.5921,2.8156,1.3684,1.9933,0.7368,2.5604,1.5491,1.5649,4.7421,1.3737,6.1215,1.3154,4.8313,1.3693,8.0404,1.1659,2.0921,2.1473,3.9474,1.5129,3.1447,1.7605,5.1079,1.3981,1.2775,2.2269,2.0023,1.5747,1.637,1.9973,2.9434,1.5062,19.0982,1.2009,24.6329,1.0833,27.0562,1.146,27.843,1.0315,0.3317,0.0292,0.3267,0.0811,0.4489,0.0452,0.65,0.0391,0.4974,0.0149,0.4008,0.0626,0.3298,0.0898,0.2685,0.0369,0.2563,0.3489,0.2375,0.1078,0.0367,0.2661,0.3523,0.2332,0.1029,0.0341,0.2806,0.3566,0.2266,0.096,0.0305,0.1116,0.2447,0.2683,0.1961,0.1075,1.4876,1.3842,1.2772,2.2264,168.6595,0.3449,132.3726,0.5231,25.95,30.53,41.53,36.58,31.58,36.84,21.05,63.16,47.37,36.84,52.63,63.16,47.37,36.84,52.63,63.16,47.37,89.47,52.63,100.0,47.37,0.0,42.11,63.16,57.89,36.84,100.0,100.0,31.58,0.0,21.05,73.68,78.95,26.32,21.05,36.84,31.58,21.05
