Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,CV_Match_Odds,CV_Match_Type,Media_Ptos_Home,CV_Media_Ptos_Home,Media_Ptos_Away,CV_Media_Ptos_Away,Media_Saldo_Golos_Home_HT,Media_Saldo_Golos_Away_HT,Media_Golos_Marcados_Home_HT,CV_Media_Golos_Marcados_Home_HT,Media_Golos_Marcados_Away_HT,CV_Media_Golos_Marcados_Away_HT,Media_Golos_Sofridos_Home_HT,CV_Media_Golos_Sofridos_Home_HT,Media_Golos_Sofridos_Away_HT,CV_Media_Golos_Sofridos_Away_HT,Media_Saldo_Golos_Home,Media_Saldo_Golos_Away,Media_Golos_Marcados_Home,CV_Media_Golos_Marcados_Home,Media_Golos_Marcados_Away,CV_Media_Golos_Marcados_Away,Media_Golos_Sofridos_Home,CV_Media_Golos_Sofridos_Home,Media_Golos_Sofridos_Away,CV_Media_Golos_Sofridos_Away,Media_CG_01_Marcados_Home,CV_Media_CG_01_Marcados_Home,Media_CG_01_Marcados_Away,CV_Media_CG_01_Marcados_Away,Media_CG_01_Sofridos_Home,CV_Media_CG_01_Sofridos_Home,Media_CG_01_Sofridos_Away,CV_Media_CG_01_Sofridos_Away,Media_CG_02_Marcados_Home,CV_Media_CG_02_Marcados_Home,Media_CG_02_Marcados_Away,CV_Media_CG_02_Marcados_Away,Media_CG_02_Sofridos_Home,CV_Media_CG_02_Sofridos_Home,Media_CG_02_Sofridos_Away,CV_Media_CG_02_Sofridos_Away,Media_Shots_Home,CV_Media_Shots_Home,Media_Shots_Away,CV_Media_Shots_Away,Media_Shots_Against_Home,CV_Media_Shots_Against_Home,Media_Shots_Against_Away,CV_Media_Shots_Against_Away,Media_Shots_per_Goal_Home,CV_Media_Shots_per_Goal_Home,Media_Shots_per_Goal_Away,CV_Media_Shots_per_Goal_Away,Media_Shots_per_Goal_Against_Home,CV_Media_Shots_per_Goal_Against_Home,Media_Shots_per_Goal_Against_Away,CV_Media_Shots_per_Goal_Against_Away,Media_Shots_On_Target_Home,CV_Media_Shots_On_Target_Home,Media_Shots_On_Target_Away,CV_Media_Shots_On_Target_Away,Media_Shots_On_Target_Against_Home,CV_Media_Shots_On_Target_Against_Home,Media_Shots_On_Target_Against_Away,CV_Media_Shots_On_Target_Against_Away,Media_Shots_On_Target_per_Goal_Home,CV_Media_Shots_On_Target_per_Goal_Home,Media_Shots_On_Target_per_Goal_Away,CV_Media_Shots_On_Target_per_Goal_Away,Media_Shots_On_Target_per_Goal_Against_Home,CV_Media_Shots_On_Target_per_Goal_Against_Home,Media_Shots_On_Target_per_Goal_Against_Away,CV_Media_Shots_On_Target_per_Goal_Against_Away,Media_Goal_Attempts_Home,CV_Media_Goal_Attempts_Home,Media_Goal_Attempts_Away,CV_Media_Goal_Attempts_Away,Media_Goal_Attempts_Against_Home,CV_Media_Goal_Attempts_Against_Home,Media_Goal_Attempts_Against_Away,CV_Media_Goal_Attempts_Against_Away,Media_Goal_Attempts_per_Goal_Home,CV_Media_Goal_Attempts_per_Goal_Home,Media_Goal_Attempts_per_Goal_Away,CV_Media_Goal_Attempts_per_Goal_Away,Media_Goal_Attempts_per_Goal_Against_Home,CV_Media_Goal_Attempts_per_Goal_Against_Home,Media_Goal_Attempts_per_Goal_Against_Away,CV_Media_Goal_Attempts_per_Goal_Against_Away,Media_Corners_Home,CV_Media_Corners_Home,Media_Corners_Away,CV_Media_Corners_Away,Media_Corners_Against_Home,CV_Media_Corners_Against_Home,Media_Corners_Against_Away,CV_Media_Corners_Against_Away,Media_Ball_Possession_Home,CV_Media_Ball_Possession_Home,Media_Ball_Possession_Away,CV_Media_Ball_Possession_Away,Media_Ball_Possession_Against_Home,CV_Media_Ball_Possession_Against_Home,Media_Ball_Possession_Against_Away,CV_Media_Ball_Possession_Against_Away,Media_RPS_MO_Home,CV_Media_RPS_MO_Home,Media_RPS_MO_Away,CV_Media_RPS_MO_Away,Media_RPS_OvUn_Home,CV_Media_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_Media_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_Media_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_Media_RPS_BTTS_Away,Media_Prob_Home,CV_Media_Prob_Home,Media_Prob_Away,CV_Media_Prob_Away,Poisson_0_GM_Home,Poisson_1_GM_Home,Poisson_2_GM_Home,Poisson_3_GM_Home,Poisson_4_GM_Home,Poisson_0_GM_Away,Poisson_1_GM_Away,Poisson_2_GM_Away,Poisson_3_GM_Away,Poisson_4_GM_Away,Poisson_0_GS_Home,Poisson_1_GS_Home,Poisson_2_GS_Home,Poisson_3_GS_Home,Poisson_4_GS_Home,Poisson_0_GS_Away,Poisson_1_GS_Away,Poisson_2_GS_Away,Poisson_3_GS_Away,Poisson_4_GS_Away,Probabilidade_Goals_Scored_Home,Probabilidade_Goals_Scored_Away,Probabilidade_Goals_Taken_Home,Probabilidade_Goals_Taken_Away,Media_Power_Ranking_Home,CV_Media_Power_Ranking_Home,Media_Power_Ranking_Away,CV_Media_Power_Ranking_Away,Media_First_Goal_Home,Media_First_Goal_Away,Media_First_Goal_Taken_Home,Media_First_Goal_Taken_Away,Perc_Scored_1_Goal_1st_Half_Home,Perc_Scored_1_Goal_1st_Half_Away,Perc_Took_1_Goal_1st_Half_Home,Perc_Took_1_Goal_1st_Half_Away,Perc_Scored_1_Goal_FT_Home,Perc_Scored_1_Goal_FT_Away,Perc_Took_1_Goal_FT_Home,Perc_Took_1_Goal_FT_Away,Perc_Scored_at_least_1_Goal_Home,Perc_Scored_at_least_1_Goal_Away,Perc_Took_at_least_1_Goal_Home,Perc_Took_at_least_1_Goal_Away,Perc_of_Games_BTTS_Yes_Home,Perc_of_Games_BTTS_Yes_Away,Perc_Over_05_HT_Home,Perc_Over_05_HT_Away,Perc_Under_05_HT_Home,Perc_Under_05_HT_Away,Perc_Over_15_HT_Home,Perc_Over_15_HT_Away,Perc_Under_15_HT_Home,Perc_Under_15_HT_Away,Perc_Over_15_FT_Home,Perc_Over_15_FT_Away,Perc_Under_15_FT_Home,Perc_Under_15_FT_Away,Perc_Over_25_FT_Home,Perc_Over_25_FT_Away,Perc_Under_25_FT_Home,Perc_Under_25_FT_Away,Perc_Wins_HT_Home,Perc_Wins_HT_Away,Perc_Wins_FT_Home,Perc_Wins_FT_Away,Favorite,Probability_Home,Probability_Away,Balance,Over_Under,BTTS_Yes_No,Points,Goal_Difference,Home_Score_Take,Away_Score_Take,RPS_MO,RPS_OVUnd,RPS_BTTS
1,COSTA RICA - PRIMERA DIVISION,2025-01-15,03:00,Liberia,Alajuelense,3.1,3.1,2.15,1.5,2.5,1.4,2.75,2.25,1.62,1.91,1.8,0.3225806451612903,0.3225806451612903,0.46511627906976744,0.6667,0.4,0.7143,0.3636,0.4444,0.6173,0.5236,0.5556,1.0,1.4419,1.0,1.4419,0.6935,0.6935,0.95,0.0,0.95,-25.4077,0.0,-25.4077,0.4419,0.0,0.4419,0.1816,Balanced Game,1.2041,1.1957,1.1532,1.1215,0.0166,-0.3795,0.6633,0.975,0.4596,1.7602,0.6467,1.2683,0.7726,1.1707,0.2917,-0.3795,1.5562,0.8665,0.7234,1.3824,1.2645,0.826,1.1029,0.9067,3.05,0.0957,1.7218,0.1198,2.3336,0.1692,2.4689,0.159,1.1506,0.0667,0.7442,0.0793,0.8325,0.0513,0.7442,0.142,2.4589,1.2114,3.4315,0.4924,4.3583,0.4287,5.3585,0.3947,1.1364,1.4703,1.6667,1.1807,0.7879,1.0954,1.3333,1.084,3.0593,1.0467,2.8822,0.7412,4.445,0.4025,4.8369,0.3751,1.4848,0.8437,1.5606,1.1385,1.1364,1.4997,1.6212,1.1884,5.5816,0.7891,6.3137,0.5076,3.7842,0.8015,6.2902,0.4287,2.7121,0.9388,3.2273,1.1201,1.9242,1.2258,2.9545,1.0875,6.6112,0.5458,4.6538,0.5002,2.669,0.8589,4.5248,0.8413,48.7514,0.3562,51.0427,0.1071,44.7741,0.3368,48.9573,0.1116,0.2823,0.1428,0.2852,0.0529,0.634,0.0374,0.4392,0.0663,0.4808,0.037,0.5367,0.0082,0.574,0.0723,0.4884,0.0324,0.2109,0.3283,0.2554,0.1325,0.0515,0.4851,0.3509,0.1269,0.0306,0.0055,0.2824,0.3571,0.2258,0.0952,0.0301,0.3319,0.3661,0.2019,0.0742,0.0205,2.0234,1.1313,1.3872,1.1313,76.7804,0.7268,55.1432,1.3267,38.27,21.73,27.0,14.55,54.55,18.18,36.36,45.45,54.55,36.36,45.45,54.55,54.55,36.36,45.45,54.55,54.55,36.36,90.91,63.64,9.09,36.36,36.36,54.55,63.64,45.45,100.0,90.91,27.27,36.36,54.55,27.27,45.45,72.73,54.55,18.18,45.45,36.36,Away Fav,Media_Bigger,Media_Bigger,Balanced,Under_Tendency,No_Tendency,Points_Home,Bigger_Home,Yes,No,Bigger_Away,Bigger_Home,Bigger_Away
2,AUSTRALIA - A-LEAGUE,2025-01-15,07:00,Wellington Phoenix,Sydney FC,3.7,3.9,1.91,1.29,3.5,1.17,5.0,1.57,2.38,1.53,2.38,0.27027027027027023,0.25641025641025644,0.5235602094240838,0.7752,0.2857,0.8547,0.2,0.6369,0.4202,0.6536,0.4202,0.9487,1.9372,1.0541,2.0419,0.5162,0.4897,1.79,0.2,1.99,-41.8285,5.7106,-44.8564,0.9372,0.0513,1.0419,0.3508,Unbalanced Game,2.0229,0.6991,1.1491,1.1316,0.3021,0.0281,0.4919,1.3706,0.6421,1.05,0.1898,2.1312,0.4461,1.8386,0.3797,0.0281,1.3346,0.7,1.5473,0.8844,0.9549,0.9366,1.5192,0.6149,3.1683,0.1548,3.2437,0.2002,2.21,0.1729,3.2429,0.1855,0.9525,0.0783,0.9732,0.1082,0.7252,0.1168,1.0187,0.1317,1.3759,2.2604,2.0007,1.7143,2.8438,1.5188,3.8674,1.1511,1.2576,2.3057,0.7803,2.565,1.6364,2.0637,1.9697,1.8718,0.4429,4.5566,2.2043,1.6975,1.7009,1.8268,1.3873,1.8364,0.4394,3.6941,0.9015,2.2864,1.0,2.313,0.6515,2.4362,3.7772,1.6147,7.589,1.2707,6.8243,1.3324,6.0638,1.3262,2.9849,1.8056,3.1439,1.8025,3.9091,1.7168,3.8788,1.7142,0.8671,3.1372,2.1001,1.7874,2.6235,1.6726,1.9088,1.861,21.9532,1.2051,27.598,1.1405,23.2774,1.1722,19.1979,1.1661,0.3025,0.0536,0.3864,0.0906,0.6129,0.0263,0.8158,0.0303,0.501,0.0677,0.4115,0.1079,0.4505,0.0264,0.492,0.0854,0.2633,0.3514,0.2345,0.1043,0.0348,0.2128,0.3293,0.2548,0.1314,0.0508,0.3849,0.3675,0.1755,0.0558,0.0133,0.2189,0.3325,0.2526,0.1279,0.0486,1.655,1.4201,1.2004,1.5111,84.9869,0.9574,77.3505,0.8209,42.27,20.73,35.73,48.91,45.45,36.36,18.18,27.27,63.64,45.45,36.36,45.45,63.64,45.45,36.36,45.45,54.55,72.73,63.64,63.64,36.36,36.36,18.18,27.27,81.82,72.73,100.0,90.91,27.27,27.27,54.55,63.64,45.45,36.36,45.45,36.36,63.64,27.27,Away Fav,Media_Bigger,p_Bigger,Unbalanced,Over_Tendency,Yes_Tendency,Points_Home,Bigger_Home,Yes,Yes,Bigger_Away,Bigger_Away,Bigger_Home
3,THAILAND - THAI LEAGUE 1,2025-01-15,12:00,Port MTI FC,Khonkaen Utd.,1.22,6.0,8.5,1.17,4.3,1.08,6.0,1.36,2.87,1.8,1.91,0.819672131147541,0.16666666666666666,0.11764705882352941,0.8547,0.2326,0.9259,0.1667,0.7353,0.3484,0.5556,0.5236,0.2033,0.1435,4.918,0.7059,6.9672,1.4167,7.28,4.78,2.5,74.6384,67.2951,51.3402,0.8565,0.7967,0.2941,0.8696,Unbalanced Game,1.6859,0.7713,0.6082,1.9829,0.4283,-1.9849,0.6906,1.3668,0.5476,1.706,0.2623,1.5421,1.057,1.0363,0.9749,-1.9849,1.6747,1.1358,0.8482,1.2718,0.6998,1.1235,2.8331,0.8659,2.9764,0.1601,6.0394,0.2019,1.07,0.4886,20.8895,0.0154,1.4893,0.0967,0.5067,0.2145,0.7166,0.1786,1.4613,0.0524,4.4276,0.8527,0.5103,3.7462,6.1881,0.5456,0.7568,7.0123,1.9394,1.6175,0.3333,3.841,1.1364,1.8257,0.3295,2.8959,4.4333,0.9488,0.2292,8.9996,6.2627,0.4895,0.8591,4.8908,1.7394,1.5612,0.5152,3.6153,1.5455,1.6398,0.5114,2.1795,13.0036,0.7717,1.9125,2.6153,7.6229,0.8355,6.3081,1.3754,6.0985,1.4174,1.4242,3.1969,3.5909,1.432,1.2538,1.8899,5.7719,0.9593,1.3869,1.8903,2.7558,1.1391,3.7853,1.4966,42.6696,0.7237,19.9426,1.1059,32.5201,0.7133,31.7862,1.0471,0.2245,0.1301,0.2391,0.1104,0.8917,0.0373,0.7684,0.0413,0.5301,0.0483,0.5068,0.0558,0.706,0.0337,0.1953,0.0445,0.1874,0.3138,0.2627,0.1467,0.0614,0.4282,0.3632,0.154,0.0435,0.0092,0.4967,0.3476,0.1216,0.0284,0.005,0.0588,0.1667,0.2361,0.223,0.1579,2.3029,0.7602,0.7575,2.6694,94.0116,0.7326,-84.9118,-1.8116,33.82,16.18,31.82,25.27,54.55,18.18,9.09,63.64,72.73,18.18,18.18,72.73,72.73,18.18,18.18,72.73,54.55,36.36,63.64,81.82,36.36,18.18,45.45,36.36,54.55,63.64,90.91,90.91,18.18,27.27,54.55,45.45,45.45,54.55,45.45,18.18,63.64,18.18,Home Fav,p_Bigger,Media_Bigger,Unbalanced,Over_Tendency,Yes_Tendency,Points_Home,Bigger_Home,No,No,Bigger_Away,Bigger_Home,Bigger_Home
4,THAILAND - THAI LEAGUE 1,2025-01-15,12:00,Prachuap,Sukhothai,1.57,3.8,4.6,1.29,3.1,1.22,3.9,1.7,2.05,1.75,1.95,0.6369426751592356,0.2631578947368421,0.2173913043478261,0.7752,0.3226,0.8197,0.2564,0.5882,0.4878,0.5714,0.5128,0.4132,0.3413,2.4204,0.8261,2.9299,1.2105,3.03,2.23,0.8,56.5726,48.1123,21.8014,0.6587,0.5868,0.1739,0.5045,Unbalanced Game,2.3836,0.3394,0.3577,2.6117,0.044,-1.8988,0.477,1.4134,0.2324,2.0099,0.433,1.557,1.2641,0.7155,1.3014,-1.8988,1.9516,0.5822,0.8794,0.7967,0.6502,1.2615,2.7783,0.6253,3.6664,0.0685,4.6725,0.1592,1.1291,0.9717,16.0414,0.1213,1.3299,0.1138,0.5581,0.0856,0.5572,0.285,1.4672,0.0768,3.2401,1.2147,2.2625,1.3525,1.947,1.2389,1.4269,3.3503,0.8485,1.6137,1.8182,1.4304,0.0909,8.8075,1.8955,1.6859,3.2995,1.1738,1.6899,1.6392,1.9834,1.3546,1.0698,3.8189,0.8788,1.6295,1.3182,1.9802,0.3636,3.7957,1.6,1.6213,9.019,1.0889,5.0985,1.1519,5.9407,0.9707,12.3737,0.8844,2.5833,1.2645,4.0,1.359,0.9545,2.7763,5.0091,1.5042,3.5276,1.3136,0.834,1.9933,2.7561,1.1016,5.4408,1.1053,35.8336,0.8308,24.7489,0.8474,32.0598,0.7574,39.8656,0.7947,0.1978,0.181,0.1858,0.169,0.5789,0.0318,0.8154,0.0487,0.5275,0.0929,0.4912,0.0425,0.5689,0.1025,0.2071,0.1004,0.142,0.2772,0.2705,0.176,0.0859,0.415,0.365,0.1605,0.047,0.0103,0.5219,0.3394,0.1103,0.0239,0.0039,0.0621,0.1727,0.2398,0.2221,0.1543,2.0884,0.7458,0.543,2.564,126.9233,0.8939,-127.2617,-1.2997,36.73,45.09,14.45,19.91,54.55,18.18,18.18,81.82,72.73,18.18,18.18,81.82,72.73,18.18,18.18,81.82,36.36,63.64,72.73,100.0,27.27,0.0,18.18,36.36,81.82,63.64,90.91,100.0,27.27,18.18,63.64,63.64,36.36,36.36,54.55,18.18,81.82,9.09,Home Fav,p_Bigger,p_Bigger,Unbalanced,Over_Tendency,Yes_Tendency,Points_Home,Bigger_Home,No,No,Bigger_Home,Bigger_Away,Bigger_Home
5,THAILAND - THAI LEAGUE 1,2025-01-15,13:00,Buriram,Chiangrai Utd,1.08,8.5,17.0,1.18,4.0,1.1,5.5,1.4,2.8,2.6,1.44,0.9259259259259258,0.11764705882352941,0.058823529411764705,0.8475,0.25,0.9091,0.1818,0.7143,0.3571,0.3846,0.6944,0.1271,0.0635,7.8704,0.5,15.7407,2.0,15.92,7.42,8.5,82.8396,74.9149,76.7595,0.9365,0.8729,0.5,1.0766,Unbalanced Game,2.5888,0.3125,0.6294,1.9161,0.6687,-1.2205,1.0335,0.9133,0.1171,2.5747,0.3648,1.2804,0.8993,0.8349,2.4688,-1.2205,3.2144,0.7632,0.6056,1.3544,0.7456,1.085,1.8261,0.7779,3.9682,0.1309,3.8363,0.2264,0.8118,0.2317,10.5797,0.1446,2.0519,0.104,0.3805,0.2817,0.7337,0.095,0.9714,0.0569,3.3565,1.2238,1.6349,1.7103,10.6838,0.2418,0.7902,5.3718,1.9659,1.8071,0.2273,4.0994,0.4091,3.8964,1.3636,2.0157,5.877,0.9769,1.2294,1.9954,9.9565,0.2475,0.6697,5.4363,2.5871,1.3853,0.2727,3.7899,0.3636,4.0836,0.8909,1.9444,11.6583,0.9501,4.8639,1.254,5.1857,1.0433,7.2764,1.129,6.4659,1.4559,1.0455,2.6059,1.3182,2.7576,3.1212,1.5732,4.5713,1.2329,2.6949,1.4108,0.9257,1.8767,2.1573,1.6335,37.2522,0.8709,25.4087,1.0248,25.0997,0.8537,28.2938,1.0046,0.1542,0.2717,0.2263,0.2214,0.9261,0.045,0.6571,0.0555,0.4645,0.0629,0.5515,0.0189,0.831,0.0149,0.2157,0.1154,0.0402,0.1292,0.2076,0.2224,0.1787,0.5457,0.3305,0.1001,0.0202,0.0031,0.4744,0.3537,0.1319,0.0328,0.0061,0.161,0.2941,0.2685,0.1634,0.0746,3.3519,0.4384,0.7155,1.6202,119.956,0.3218,3.9877,28.6915,36.27,24.27,15.27,25.18,63.64,0.0,18.18,63.64,72.73,9.09,27.27,81.82,72.73,9.09,27.27,81.82,45.45,27.27,81.82,63.64,18.18,36.36,36.36,27.27,63.64,72.73,100.0,90.91,18.18,27.27,54.55,36.36,45.45,63.64,63.64,0.0,81.82,18.18,Home Fav,p_Bigger,Media_Bigger,Unbalanced,Over_Tendency,No_Tendency,Points_Home,Bigger_Home,No,No,Bigger_Away,Bigger_Home,Bigger_Away
6,THAILAND - THAI LEAGUE 1,2025-01-15,13:00,Pathum United,Ratchaburi,1.7,3.6,3.9,1.3,3.05,1.22,3.8,1.7,2.05,1.7,2.05,0.5882352941176471,0.2777777777777778,0.25641025641025644,0.7692,0.3279,0.8197,0.2632,0.5882,0.4878,0.5882,0.4878,0.4722,0.4359,2.1176,0.9231,2.2941,1.0833,2.2,1.9,0.3,47.7263,43.5312,8.5308,0.5641,0.5278,0.0769,0.4053,Unbalanced Game,1.5304,0.8496,0.5314,1.758,0.1002,-1.5249,0.9288,1.2572,0.4076,1.6869,0.8286,0.8137,0.6198,1.9214,0.4662,-1.5249,1.8624,1.0492,0.6405,1.6842,1.3962,0.5631,2.1655,0.9002,3.2092,0.0881,1.8292,0.2522,2.0929,0.1891,8.7,0.1597,1.4872,0.0516,0.5957,0.0923,0.9872,0.1129,1.1866,0.1056,1.9599,2.6297,1.9009,1.5329,4.9591,0.5638,1.2177,2.3464,1.4491,2.3842,0.8788,2.8284,1.0606,2.4083,0.5333,2.4152,1.2006,2.9672,2.4566,1.2516,3.4073,0.7167,1.7831,2.3099,0.8431,2.3833,0.7879,2.298,0.8788,2.6715,1.1212,1.5478,5.5814,1.9076,5.9355,1.1034,2.0139,2.4674,7.354,0.9232,3.6613,1.8439,2.303,2.121,2.697,1.7921,2.2606,1.3394,1.2152,3.0001,3.3435,1.2437,-0.0284,-61.5387,2.8907,1.0657,19.6723,1.7019,36.6891,0.7722,12.0848,1.7181,34.4869,0.7625,0.2784,0.0959,0.3281,0.0664,0.846,0.0625,0.5541,0.0514,0.4073,0.0869,0.5216,0.0418,0.7016,0.0185,0.3732,0.0876,0.1553,0.2892,0.2693,0.1672,0.0778,0.527,0.3376,0.1081,0.0231,0.0037,0.2475,0.3456,0.2413,0.1123,0.0392,0.1147,0.2484,0.2689,0.1941,0.1051,2.5744,0.8112,1.5744,1.993,83.2328,0.6943,-4.2814,-28.8366,22.55,15.64,45.64,31.55,72.73,27.27,18.18,45.45,81.82,27.27,18.18,63.64,81.82,27.27,18.18,63.64,81.82,36.36,90.91,72.73,9.09,27.27,54.55,27.27,45.45,72.73,100.0,90.91,9.09,45.45,54.55,36.36,45.45,63.64,45.45,27.27,54.55,9.09,Home Fav,Media_Bigger,Media_Bigger,Unbalanced,Over_Tendency,Yes_Tendency,Points_Home,Bigger_Home,Yes,No,Bigger_Away,Bigger_Home,Bigger_Away
7,EGYPT - PREMIER LEAGUE,2025-01-15,15:00,Pyramids,Ghazl El Mahallah,1.38,4.2,7.5,1.36,2.88,1.29,3.1,1.96,1.7,2.33,1.55,0.7246376811594204,0.23809523809523808,0.13333333333333333,0.7353,0.3472,0.7752,0.3226,0.5102,0.5882,0.4292,0.6452,0.3286,0.184,3.0435,0.56,5.4348,1.7857,6.12,2.82,3.3,71.9027,54.655,58.7816,0.816,0.6714,0.44,0.7051,Unbalanced Game,2.2074,0.4692,0.4954,1.8857,-0.0121,-1.0757,0.6528,1.2044,0.1072,3.7733,0.6648,0.7855,0.5568,0.9379,0.809,-1.0757,1.7061,0.6122,0.36,1.4506,0.8971,0.6722,1.4357,0.7802,2.6973,0.189,1.3973,0.4897,1.2827,0.17,7.6323,0.0768,1.3066,0.0631,0.3659,0.2009,0.7611,0.0874,0.8204,0.0595,-0.5608,-5.3495,-0.1683,-14.4213,0.7575,3.7719,0.319,10.9818,0.4091,7.01,-0.2727,-2.3715,0.5,5.4954,-0.4697,-0.8369,-0.3443,-4.8757,-0.534,-2.2727,0.6818,3.5598,-0.0555,-34.955,-0.1061,-8.8096,-0.1818,-4.8069,0.4091,5.649,-0.4697,-0.8369,-0.0493,-76.6308,0.1423,22.0197,0.8556,5.5919,0.8688,5.834,0.7121,4.8704,-0.0909,-12.4994,1.4091,3.3014,-0.4697,-0.8369,0.1212,25.0998,-0.3787,-4.2728,0.0885,32.3921,-0.3286,-5.9038,7.2352,3.5108,6.0711,3.0791,5.4783,3.0436,7.7712,2.9241,0.1575,0.2737,0.2916,0.0748,0.5587,0.0473,0.3658,0.0878,0.5555,0.0142,0.4679,0.0318,0.704,0.0365,0.2772,0.0761,0.1816,0.3098,0.2643,0.1503,0.0641,0.6977,0.2512,0.0452,0.0054,0.0005,0.4078,0.3658,0.1641,0.0491,0.011,0.2379,0.3416,0.2452,0.1174,0.0421,1.8989,0.5318,0.8079,1.4408,119.9334,0.5352,19.7886,3.1093,40.55,27.09,23.64,24.64,45.45,9.09,45.45,54.55,54.55,9.09,45.45,72.73,54.55,9.09,45.45,72.73,63.64,36.36,90.91,63.64,9.09,36.36,27.27,9.09,72.73,90.91,100.0,81.82,27.27,45.45,63.64,36.36,36.36,63.64,45.45,9.09,81.82,9.09,Home Fav,p_Bigger,Media_Bigger,Unbalanced,Under_Tendency,No_Tendency,Points_Home,Bigger_Home,No,No,Bigger_Away,Bigger_Home,Bigger_Home
8,INDIA - ISL,2025-01-15,15:00,Mohammedan,Chennaiyin,3.1,3.4,2.15,1.33,3.25,1.22,4.0,1.75,2.05,1.62,2.2,0.3225806451612903,0.29411764705882354,0.46511627906976744,0.7519,0.3077,0.8197,0.25,0.5714,0.4878,0.6173,0.4545,0.9118,1.4419,1.0968,1.5814,0.6935,0.6324,0.95,0.3,1.25,-25.4077,8.5308,-32.0054,0.4419,0.0882,0.5814,0.2075,Balanced Game,0.632,1.3828,1.142,1.288,-0.0943,-0.4325,0.3911,1.7239,0.6846,1.4739,0.4855,1.3887,0.9347,1.0795,-0.4992,-0.4325,0.7909,1.2411,1.653,1.0221,1.2901,0.7316,2.0855,0.5448,2.9185,0.1375,5.8513,0.1497,4.7139,0.1364,7.6152,0.0258,0.5882,0.1044,0.9856,0.1405,0.7246,0.0505,1.122,0.0553,2.943,0.9025,4.8013,1.4014,4.845,0.8218,3.8606,1.2642,1.803,1.5149,1.3424,1.9801,2.0455,1.1746,2.5985,1.4398,1.7586,1.0429,2.1332,1.7472,2.6944,1.1478,1.4963,1.8774,1.1667,1.3567,0.4697,2.5627,1.5909,1.1051,1.3258,1.6569,4.9089,0.7798,7.3883,1.2491,9.4236,0.6283,6.1822,1.0943,3.0152,1.3954,2.0242,1.7481,3.6818,1.0454,4.1288,1.3484,2.8073,0.9063,2.1811,1.7332,4.2447,0.9843,1.9728,1.7005,36.3597,0.5696,23.0007,1.0395,42.4974,0.5432,30.7151,0.9471,0.3229,0.0492,0.2992,0.0836,0.2572,0.0365,0.66,0.0118,0.4606,0.0586,0.4623,0.0759,0.3583,0.0695,0.3349,0.0558,0.4534,0.3586,0.1418,0.0374,0.0074,0.1915,0.3165,0.2616,0.1441,0.0596,0.2752,0.3551,0.2291,0.0985,0.0318,0.1242,0.2591,0.2702,0.1878,0.0979,0.8538,1.7712,1.1266,2.044,-38.6807,-1.9332,65.6185,1.6846,22.45,21.73,34.36,40.55,27.27,27.27,18.18,36.36,45.45,27.27,27.27,63.64,45.45,27.27,27.27,63.64,45.45,63.64,45.45,63.64,54.55,36.36,18.18,36.36,81.82,63.64,72.73,90.91,27.27,27.27,36.36,72.73,63.64,27.27,27.27,27.27,9.09,36.36,Away Fav,Media_Bigger,p_Bigger,Balanced,Over_Tendency,Yes_Tendency,Points_Away,Bigger_Away,No,Yes,Bigger_Home,Bigger_Away,Bigger_Away
